variant,venue_key,query_id,primary_probe,elapsed_s,timed_out,error,synth_outcome,gap_ran,specialists_dispatched,p1_urls,p1_unique_domains,p1_top_domain,p1_top_domain_share,p1_category_count,p1_categories,final_urls,final_unique_domains,final_top_domain,final_top_domain_share,final_category_count,final_categories,wall_brand_count,wall_brands,has_google_maps_pill,has_google_reviews_pill,has_tripadvisor_pill,tokens_total,tokens_prompt,tokens_candidates,tool_call_counts,faithfulness,completeness,specificity,investigative_stance,judge_error
V2_3,bar_leon,q2_closures_lessons,True,368.72,False,,ok,False,"market_landscape,marketing_digital,menu_pricing,review_analyst",39,19,trojmiasto.pl,0.231,3,community;consumer_platforms;local_press,38,18,trojmiasto.pl,0.237,3,community;consumer_platforms;local_press,1,TripAdvisor,True,True,True,197842,149403,8547,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""fetch_web_content"": 1, ""get_google_reviews"": 5, ""find_tripadvisor_restaurant"": 1, ""get_tripadvisor_reviews"": 1}",3,5,4,5,
V2_3,monsun,q1_openings_closings,True,329.98,False,,ok,False,"market_landscape,marketing_digital,menu_pricing,review_analyst",22,8,trojmiasto.pl,0.455,2,community;consumer_platforms,22,8,trojmiasto.pl,0.455,2,community;consumer_platforms,2,TripAdvisor;Wolt,True,True,True,191558,141583,7844,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""get_google_reviews"": 6, ""find_tripadvisor_restaurant"": 6, ""get_tripadvisor_reviews"": 2}",0,5,1,5,
