variant,venue_key,query_id,primary_probe,elapsed_s,timed_out,error,synth_outcome,gap_ran,specialists_dispatched,p1_urls,p1_unique_domains,p1_top_domain,p1_top_domain_share,p1_category_count,p1_categories,final_urls,final_unique_domains,final_top_domain,final_top_domain_share,final_category_count,final_categories,wall_brand_count,wall_brands,has_google_maps_pill,has_google_reviews_pill,has_tripadvisor_pill,tokens_total,tokens_prompt,tokens_candidates,tool_call_counts,faithfulness,completeness,specificity,investigative_stance,judge_error
V0,bar_leon,q2_closures_lessons,True,235.53,False,,ok,False,"guest_intelligence,location_traffic,market_landscape,menu_pricing",19,13,trojmiasto.pl,0.158,2,community;local_press,19,13,trojmiasto.pl,0.158,2,community;local_press,0,,True,False,False,158978,124868,9137,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1}",5,5,5,5,
V0,monsun,q1_openings_closings,True,210.02,False,,ok,False,"guest_intelligence,location_traffic,market_landscape",22,12,trojmiasto.pl,0.455,4,commercial_listings;community;consumer_platforms;local_press,21,11,trojmiasto.pl,0.476,4,commercial_listings;community;consumer_platforms;local_press,1,Wolt,True,False,False,141166,110859,7277,"{""transfer_to_agent"": 1, ""get_restaurant_details"": 1, ""find_nearby_restaurants"": 1, ""get_batch_restaurant_details"": 1, ""set_specialist_briefs"": 1, ""fetch_web_content"": 1}",2,5,3,5,
